,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Total Rain (in),Total Rain (mm)
2944,2014-01-23,,65,5.0,30.6,2.3,3.7,27,0.09,0.09,0.01,30.1,1.5,83.0,15.0,30.780,30.171,16.1,25.3,30.1,0.06,1.5239999999999998
2945,2014-01-24,,18,3.2,30.2,14.1,20.4,254,0.09,0.09,0.0,46.9,29.4,28.0,11.0,30.450,30.08,28.8,38.0,46.9,0.0,0.0
2946,2014-01-25,,26,9.8,30.0,11.9,17.9,256,0.09,0.09,0.0,51.1,36.8,34.0,19.0,30.114,29.808000000000003,23.0,33.4,51.1,0.0,0.0
2947,2014-01-26,,43,10.6,29.8,10.7,15.4,234,0.09,0.09,0.0,46.8,10.3,80.0,20.0,30.115,29.633000000000003,28.8,36.8,46.8,0.0,0.0
2948,2014-01-27,,78,3.0,30.3,1.5,2.6,58,0.09,0.09,0.0,12.4,2.0,80.0,74.0,30.513,30.066,8.1,11.5,12.4,0.0,0.0
2949,2014-01-28,,45,6.9,30.4,4.9,8.1,266,0.27,0.27,0.01,29.1,9.3,76.0,20.0,30.600,30.08,19.6,31.1,29.1,0.18,4.571999999999999
2950,2014-01-29,,44,12.1,29.8,19.8,28.2,241,0.27,0.27,0.0,37.5,25.6,74.0,22.0,30.080,29.413,39.1,52.9,37.5,0.0,0.0
2951,2014-01-30,,74,21.5,29.6,5.4,8.0,253,0.27,0.27,0.0,34.9,20.3,89.0,57.0,29.772,29.441,15.0,21.9,34.9,0.0,0.0
2952,2014-01-31,,84,14.8,29.8,1.3,2.1,79,0.38,0.38,0.01,27.5,6.3,87.0,79.0,29.961,29.708000000000002,6.9,10.4,27.5,0.11,2.7939999999999996
2953,2014-02-01,,79,7.9,30.1,2.0,3.2,74,0.04,0.42,0.02,22.3,0.2,87.0,71.0,30.493,29.835,11.5,16.1,22.3,0.04,1.016
2954,2014-02-02,,56,0.2,30.2,4.2,6.5,269,0.09,0.47,0.01,29.7,2.6,81.0,27.0,30.396,30.029,23.0,29.9,29.7,0.05,1.27
2955,2014-02-03,,52,5.0,30.0,5.6,8.5,229,0.10,0.48,0.01,28.8,14.3,81.0,31.0,30.089,29.853,20.7,26.5,28.8,0.01,0.254
2956,2014-02-04,,74,0.7,30.2,3.4,5.2,65,0.10,0.48,0.0,15.2,12.0,80.0,65.0,30.590,29.976,11.5,16.1,15.2,0.0,0.0
2957,2014-02-05,,66,17.5,30.7,2.0,3.0,42,0.13,0.51,0.01,7.2,22.5,71.0,60.0,30.888,30.476999999999997,12.7,17.3,7.2,0.03,0.7619999999999999
2958,2014-02-06,,64,0.0,30.3,3.9,5.8,243,0.13,0.51,0.0,24.4,6.5,73.0,44.0,30.554,29.854,17.3,24.2,24.4,0.0,0.0
2959,2014-02-07,,56,12.4,29.8,6.5,9.6,241,0.15,0.53,0.01,32.8,18.0,78.0,39.0,29.922,29.738000000000003,17.3,26.5,32.8,0.02,0.508
2960,2014-02-08,,60,18.6,29.8,8.6,12.9,247,0.16,0.54,0.01,37.3,20.3,88.0,42.0,29.947,29.756999999999998,20.7,31.1,37.3,0.01,0.254
2961,2014-02-09,,76,22.6,29.9,4.4,6.6,259,0.27,0.65,0.03,40.5,17.0,89.0,49.0,30.063,29.737,19.6,26.5,40.5,0.11,2.7939999999999996
2962,2014-02-10,,66,17.8,30.0,3.7,5.7,281,0.29,0.67,0.01,40.5,14.0,86.0,31.0,30.228,29.877,11.5,19.6,40.5,0.02,0.508
2963,2014-02-11,,43,7.9,30.1,8.8,13.1,244,0.29,0.67,0.0,35.8,13.6,85.0,31.0,30.223,29.933000000000003,20.7,34.5,35.8,0.0,0.0
2964,2014-02-12,,48,14.2,29.9,14.0,20.9,250,0.29,0.67,0.0,38.1,26.9,72.0,35.0,30.153,29.759,29.9,42.6,38.1,0.0,0.0
2965,2014-02-13,,51,21.9,29.8,13.0,20.4,262,0.29,0.67,0.0,44.9,32.8,76.0,36.0,29.865,29.659000000000002,26.5,42.6,44.9,0.0,0.0
2966,2014-02-14,,38,12.8,29.8,12.8,20.3,257,0.30,0.68,0.01,43.2,30.0,61.0,14.0,29.990,29.705,28.8,42.6,43.2,0.01,0.254
2967,2014-02-15,,37,20.4,29.7,13.7,21.0,257,0.31,0.69,0.01,49.4,39.5,67.0,26.0,29.819,29.633000000000003,31.1,43.7,49.4,0.01,0.254
2968,2014-02-16,,45,18.8,29.7,10.5,15.4,253,0.31,0.69,0.0,49.3,24.5,90.0,24.0,29.944,29.566,38.0,42.6,49.3,0.0,0.0
2969,2014-02-17,,27,2.7,30.0,18.2,26.3,252,0.31,0.69,0.0,44.3,22.4,51.0,17.0,30.166,29.701999999999998,33.4,50.6,44.3,0.0,0.0
2970,2014-02-18,,26,6.5,29.8,14.0,20.3,254,0.31,0.69,0.0,46.1,29.0,54.0,15.0,29.916,29.658,32.2,44.9,46.1,0.0,0.0
2971,2014-02-19,,37,10.5,29.6,11.7,16.9,243,0.31,0.69,0.0,46.4,22.2,87.0,19.0,29.873,29.384,29.9,38.0,46.4,0.0,0.0
2972,2014-02-20,,36,2.9,30.0,12.9,20.2,263,0.31,0.69,0.0,24.4,16.2,50.0,27.0,30.102,29.647,33.4,49.5,24.4,0.0,0.0
2973,2014-02-21,,41,6.4,29.9,12.0,18.5,261,0.31,0.69,0.0,32.4,20.5,61.0,27.0,30.005,29.855999999999998,26.5,39.1,32.4,0.0,0.0
2974,2014-02-22,,56,13.9,29.9,4.5,7.1,248,0.31,0.69,0.0,34.0,19.5,81.0,31.0,30.034,29.785999999999998,16.1,26.5,34.0,0.0,0.0
2975,2014-02-23,,44,13.0,29.9,12.1,18.0,253,0.31,0.69,0.0,44.2,19.4,84.0,24.0,30.034,29.711,33.4,49.5,44.2,0.0,0.0
2976,2014-02-24,,24,5.5,29.7,19.9,29.5,253,0.31,0.69,0.0,40.5,37.2,28.0,19.0,29.723,29.671,38.0,47.2,40.5,0.0,0.0
2977,2014-02-25,,76,2.6,30.3,0.8,1.5,325,0.31,0.69,0.0,40.5,1.4,77.0,23.0,30.432,29.706999999999997,3.5,4.6,40.5,0.0,0.0
2978,2014-02-26,,35,0.4,30.1,5.8,9.1,255,0.37,0.75,0.01,46.8,0.8,82.0,12.0,30.480,29.843000000000004,18.4,26.5,46.8,0.06,1.5239999999999998
2979,2014-02-27,,42,18.4,29.6,6.3,9.2,251,0.37,0.75,0.0,50.4,27.8,60.0,24.0,29.843,29.454,17.3,25.3,50.4,0.0,0.0
2980,2014-02-28,,46,19.2,29.6,13.2,19.8,246,0.37,0.75,0.0,42.6,30.3,67.0,31.0,29.646,29.479,26.5,36.8,42.6,0.0,0.0
2981,2014-03-01,,74,13.7,29.8,5.9,8.4,19,0.06,0.81,0.01,43.2,9.3,87.0,50.0,30.229,29.474,25.3,29.9,43.2,0.06,1.5239999999999998
2982,2014-03-02,,54,17.0,30.0,4.9,7.3,259,0.08,0.83,0.01,40.6,22.7,82.0,34.0,30.271,29.750999999999998,20.7,32.2,40.6,0.02,0.508
2983,2014-03-03,,44,17.1,29.9,6.2,9.7,237,0.08,0.83,0.0,48.1,25.1,75.0,25.0,30.163,29.824,20.7,29.9,48.1,0.0,0.0
2984,2014-03-04,,53,20.9,29.8,7.8,11.3,242,0.08,0.83,0.0,50.5,26.7,91.0,25.0,29.988,29.656,19.6,28.8,50.5,0.0,0.0
2985,2014-03-05,,54,16.0,30.1,6.5,9.9,251,0.17,0.92,0.01,46.4,17.3,91.0,23.0,30.278,29.936,20.7,32.2,46.4,0.09,2.286
2986,2014-03-06,,27,11.6,29.8,9.6,14.0,239,0.17,0.92,0.0,55.7,38.3,39.0,16.0,29.945,29.635,26.5,34.5,55.7,0.0,0.0
2987,2014-03-07,,79,25.0,29.9,3.1,4.9,144,0.30,1.05,0.02,41.3,22.9,91.0,39.0,30.294,29.613000000000003,13.8,20.7,41.3,0.13,3.302
2988,2014-03-08,,63,18.5,30.3,1.9,3.3,215,0.39,1.14,0.01,45.4,17.0,90.0,27.0,30.450,30.193,18.4,19.6,45.4,0.09,2.286
2989,2014-03-09,,16,1.6,30.0,13.8,19.8,243,0.39,1.14,0.0,55.9,38.0,28.0,9.0,30.221,29.904,29.9,44.9,55.9,0.0,0.0
2990,2014-03-10,,16,3.9,29.7,11.8,17.5,242,0.39,1.14,0.0,58.7,42.2,25.0,9.0,29.922,29.375999999999998,26.5,40.3,58.7,0.0,0.0
2991,2014-03-11,,51,13.6,29.9,9.1,13.3,314,0.39,1.14,0.0,48.6,14.8,77.0,18.0,30.455,29.375999999999998,27.6,34.5,48.6,0.0,0.0
2992,2014-03-12,,42,2.2,30.4,2.7,4.5,260,0.39,1.14,0.0,50.5,5.0,77.0,9.0,30.616,30.115,16.1,21.9,50.5,0.0,0.0
2993,2014-03-13,,21,3.0,29.9,11.7,18.0,256,0.39,1.14,0.0,50.1,24.4,47.0,14.0,30.115,29.697,28.8,44.9,50.1,0.0,0.0
2994,2014-03-14,,25,5.5,29.9,6.2,9.4,247,0.39,1.14,0.0,51.9,22.0,48.0,13.0,30.062,29.745,19.6,26.5,51.9,0.0,0.0
2995,2014-03-15,,44,12.8,30.0,5.4,8.5,269,0.39,1.14,0.0,41.1,25.8,79.0,23.0,30.356,29.72,18.4,27.6,41.1,0.0,0.0
2996,2014-03-16,,30,9.3,30.1,12.5,17.3,222,0.39,1.14,0.0,53.5,28.8,43.0,16.0,30.306,29.825,29.9,36.8,53.5,0.0,0.0
2997,2014-03-17,,32,11.5,29.5,11.5,17.0,236,0.39,1.14,0.0,52.0,25.3,79.0,17.0,29.825,29.18,25.3,36.8,52.0,0.0,0.0
2998,2014-03-18,,44,7.6,29.8,9.4,13.9,275,0.39,1.14,0.0,34.3,21.6,69.0,25.0,30.150,29.313000000000002,27.6,39.1,34.3,0.0,0.0
2999,2014-03-19,,37,5.0,30.1,8.5,13.1,254,0.39,1.14,0.0,44.2,14.0,76.0,18.0,30.187,29.913,27.6,42.6,44.2,0.0,0.0
3000,2014-03-20,,18,0.1,29.8,17.1,25.4,254,0.39,1.14,0.0,52.0,32.8,27.0,12.0,29.927,29.691999999999997,28.8,41.4,52.0,0.0,0.0
3001,2014-03-21,,38,9.7,29.9,6.5,10.2,211,0.39,1.14,0.0,41.8,25.6,73.0,15.0,30.151,29.691,18.4,26.5,41.8,0.0,0.0
3002,2014-03-22,,82,14.8,30.2,3.2,5.3,75,0.39,1.14,0.0,25.6,10.4,85.0,69.0,30.535,30.048000000000002,9.2,12.7,25.6,0.0,0.0
3003,2014-03-23,,45,6.7,30.2,8.1,12.0,246,0.44,1.19,0.01,46.7,2.8,87.0,16.0,30.541,29.971,27.6,43.7,46.7,0.05,1.27
3004,2014-03-24,,54,12.9,30.1,6.5,10.3,15,0.44,1.19,0.0,45.8,19.7,83.0,19.0,30.306,30.016,18.4,27.6,45.8,0.0,0.0
3005,2014-03-25,,47,13.5,30.0,5.6,8.4,242,0.44,1.19,0.0,57.6,19.4,87.0,11.0,30.309,29.676,23.0,28.8,57.6,0.0,0.0
3006,2014-03-26,,36,15.9,29.4,10.3,15.0,240,0.44,1.19,0.0,53.0,27.5,81.0,18.0,29.676,29.194000000000003,24.2,35.7,53.0,0.0,0.0
3007,2014-03-27,,51,16.1,29.6,7.7,11.9,256,0.44,1.19,0.0,45.7,26.0,90.0,16.0,29.868,29.194000000000003,20.7,36.8,45.7,0.0,0.0
3008,2014-03-28,,43,10.9,30.0,9.7,14.9,257,0.46,1.21,0.01,41.1,25.6,84.0,25.0,30.168,29.819000000000003,20.7,31.1,41.1,0.02,0.508
3009,2014-03-29,,25,8.9,30.0,12.1,17.3,238,0.46,1.21,0.0,51.1,33.1,35.0,18.0,30.151,29.750999999999998,26.5,42.6,51.1,0.0,0.0
3010,2014-03-30,,31,15.0,29.5,10.2,14.7,233,0.47,1.22,0.01,56.6,33.1,86.0,16.0,29.751,29.293000000000003,26.5,43.7,56.6,0.01,0.254
3011,2014-03-31,,39,11.1,29.7,13.6,20.2,250,0.47,1.22,0.0,42.9,27.0,69.0,19.0,30.004,29.276999999999997,34.5,49.5,42.9,0.0,0.0
3012,2014-04-01,,59,20.2,29.8,4.0,6.3,236,0.00,1.22,0.0,44.1,23.2,87.0,32.0,29.979,29.658,18.4,26.5,44.1,0.0,0.0
3013,2014-04-02,,63,20.6,29.7,5.9,9.1,244,0.00,1.22,0.0,45.9,23.3,86.0,24.0,29.750,29.55,23.0,31.1,45.9,0.0,0.0
3014,2014-04-03,,59,16.7,29.9,5.4,7.9,358,0.05,1.27,0.01,39.9,23.2,89.0,26.0,30.151,29.678,20.7,25.3,39.9,0.05,1.27
3015,2014-04-04,,45,11.3,30.0,4.7,6.9,255,0.05,1.27,0.0,45.9,16.7,78.0,22.0,30.167,29.906,19.6,20.7,45.9,0.0,0.0
3016,2014-04-05,,51,18.2,29.8,4.4,6.6,250,0.05,1.27,0.0,48.0,26.0,87.0,23.0,29.930,29.737,17.3,25.3,48.0,0.0,0.0
3017,2014-04-06,,52,15.4,29.9,5.7,9.0,274,0.05,1.27,0.0,45.7,21.1,88.0,17.0,30.112,29.831,18.4,29.9,45.7,0.0,0.0
3018,2014-04-07,,53,17.7,30.1,5.2,8.5,300,0.08,1.30,0.01,45.8,24.4,87.0,23.0,30.192,29.941,18.4,29.9,45.8,0.03,0.7619999999999999
3019,2014-04-08,,32,18.0,30.0,8.7,13.4,265,0.08,1.30,0.0,59.5,38.3,51.0,16.0,30.141,29.916,16.1,26.5,59.5,0.0,0.0
3020,2014-04-09,,23,16.4,29.8,11.9,18.0,247,0.08,1.30,0.0,65.5,46.1,36.0,14.0,29.916,29.585,23.0,40.3,65.5,0.0,0.0
3021,2014-04-10,,32,20.4,29.7,8.8,14.1,261,0.08,1.30,0.0,60.5,39.8,60.0,17.0,29.865,29.578000000000003,24.2,38.0,60.5,0.0,0.0
3022,2014-04-11,,37,18.4,29.8,5.1,7.8,250,0.08,1.30,0.0,65.8,27.2,76.0,11.0,30.041,29.590999999999998,17.3,26.5,65.8,0.0,0.0
3023,2014-04-12,,26,16.5,29.5,6.6,9.7,248,0.11,1.33,0.01,62.6,40.5,76.0,13.0,29.639,29.375999999999998,20.7,31.1,62.6,0.03,0.7619999999999999
3024,2014-04-13,,85,20.1,29.9,4.2,7.1,84,0.17,1.39,0.01,40.3,12.6,91.0,76.0,30.417,29.526999999999997,13.8,19.6,40.3,0.06,1.5239999999999998
3025,2014-04-14,,53,5.9,30.4,4.8,7.5,256,0.35,1.57,0.02,35.3,2.8,81.0,26.0,30.610,30.143,18.4,25.3,35.3,0.18,4.571999999999999
3026,2014-04-15,,28,10.0,29.8,12.0,18.1,249,0.37,1.59,0.01,50.8,30.0,38.0,20.0,30.143,29.488000000000003,26.5,40.3,50.8,0.02,0.508
3027,2014-04-16,,43,14.4,29.8,7.7,12.3,251,0.37,1.59,0.0,49.6,31.5,84.0,14.0,30.042,29.486,20.7,29.9,49.6,0.0,0.0
3028,2014-04-17,,,,,,,,,,,,,,,,,,,,,
3029,2014-04-18,,,,,,,,,,,,,,,,,,,,,
3030,2014-04-19,,,,,,,,,,,,,,,,,,,,,
3031,2014-04-20,,,,,,,,,,,,,,,,,,,,,
3032,2014-04-21,,54,30.6,30.0,1.9,3.8,74,0.37,1.59,0.0,57.0,37.0,73.0,20.0,30.045,29.9,8.1,13.8,57.0,0.0,0.0
3033,2014-04-22,,53,28.1,29.8,3.3,5.2,251,0.37,1.59,0.0,66.6,30.9,85.0,20.0,30.023,29.397,19.6,31.1,66.6,0.0,0.0
3034,2014-04-23,,35,19.8,29.5,10.2,15.2,248,0.37,1.59,0.0,55.7,35.9,68.0,24.0,29.780,29.255,26.5,43.7,55.7,0.0,0.0
3035,2014-04-24,,25,9.0,29.8,11.5,16.9,249,0.37,1.59,0.0,57.8,30.9,32.0,16.0,29.935,29.728,24.2,33.4,57.8,0.0,0.0
3036,2014-04-25,,28,17.1,29.6,4.3,7.0,207,0.37,1.59,0.0,60.6,39.2,50.0,14.0,29.746,29.461,17.3,26.5,60.6,0.0,0.0
3037,2014-04-26,,32,21.0,29.2,5.5,8.8,231,0.37,1.59,0.0,64.6,32.7,60.0,14.0,29.501,29.014,20.7,26.5,64.6,0.0,0.0
3038,2014-04-27,,41,16.8,29.3,14.8,21.8,246,0.37,1.59,0.0,43.0,35.5,50.0,36.0,29.536,29.055,29.9,48.3,43.0,0.0,0.0
3039,2014-04-28,,34,9.0,29.7,11.5,17.8,254,0.37,1.59,0.0,43.2,31.2,48.0,17.0,29.988,29.535999999999998,31.1,40.3,43.2,0.0,0.0
3040,2014-04-29,,41,12.5,30.1,5.8,9.6,294,0.37,1.59,0.0,41.6,29.5,75.0,27.0,30.241,29.956,20.7,32.2,41.6,0.0,0.0
3041,2014-04-30,,37,11.4,30.2,6.6,11.0,315,0.37,1.59,0.0,46.5,27.9,54.0,22.0,30.307,30.164,25.3,36.8,46.5,0.0,0.0
3042,2014-05-01,,27,8.1,30.1,4.9,8.4,295,0.00,1.59,0.0,55.9,26.3,47.0,11.0,30.271,29.945999999999998,19.6,29.9,55.9,0.0,0.0
3043,2014-05-02,,27,19.3,29.8,5.7,9.5,284,0.00,1.59,0.0,66.2,35.5,44.0,17.0,29.953,29.686,16.1,26.5,66.2,0.0,0.0
3044,2014-05-03,,21,17.1,29.7,7.8,12.0,258,0.00,1.59,0.0,71.5,44.1,42.0,9.0,29.798,29.579,25.3,33.4,72.9,0.0,0.0
3045,2014-05-04,,18,11.8,29.6,6.4,10.2,262,0.00,1.59,0.0,72.8,41.5,38.0,7.0,29.692,29.508000000000003,23.0,34.5,72.9,0.0,0.0
3046,2014-05-05,,19,10.6,29.6,4.8,7.0,238,0.00,1.59,0.0,68.3,40.5,38.0,8.0,29.734,29.474,19.6,26.5,70.3,0.0,0.0
3047,2014-05-06,,23,15.7,29.4,4.8,7.8,223,0.00,1.59,0.0,67.1,38.4,59.0,11.0,29.514,29.265,21.9,26.5,67.1,0.0,0.0
3048,2014-05-07,,65,31.0,29.5,3.3,5.4,75,0.25,1.84,0.01,53.6,34.7,88.0,21.0,29.633,29.314,15.0,18.4,53.6,0.25,6.35
3049,2014-05-08,,72,29.7,29.7,3.4,5.7,75,0.28,1.87,0.01,49.2,31.5,92.0,35.0,29.864,29.633000000000003,16.1,24.2,49.2,0.03,0.7619999999999999
3050,2014-05-09,,53,25.7,29.8,6.9,10.4,241,0.29,1.88,0.01,54.5,32.8,87.0,30.0,29.842,29.631999999999998,25.3,40.3,54.5,0.01,0.254
3051,2014-05-10,,58,28.8,29.7,6.3,9.3,239,0.35,1.94,0.01,52.8,34.6,88.0,34.0,29.782,29.594,20.7,27.6,52.8,0.06,1.5239999999999998
3052,2014-05-11,,90,28.5,29.9,0.6,1.0,74,0.78,2.37,0.01,40.6,25.8,93.0,85.0,30.151,29.575,10.4,17.3,40.6,0.43,10.922
3053,2014-05-12,,75,19.6,30.3,3.9,5.7,47,0.99,2.58,0.01,32.2,18.8,89.0,57.0,30.558,30.125999999999998,18.4,24.2,32.2,0.21,5.334
3054,2014-05-13,,58,15.1,30.5,1.8,3.3,277,1.06,2.65,0.01,42.1,12.9,83.0,31.0,30.618,30.456999999999997,11.5,16.1,42.1,0.07,1.778
3055,2014-05-14,,44,17.7,30.3,5.0,8.1,297,1.06,2.65,0.0,50.9,29.4,72.0,21.0,30.457,30.186999999999998,21.9,32.2,50.9,0.0,0.0
3056,2014-05-15,,63,27.6,30.2,2.3,4.0,41,1.06,2.65,0.0,52.8,26.4,86.0,33.0,30.290,30.022,17.3,26.5,52.8,0.0,0.0
3057,2014-05-16,,60,31.6,29.9,4.1,7.1,285,1.23,2.82,0.01,58.3,34.0,90.0,22.0,30.025,29.802,15.0,25.3,58.3,0.17,4.3180000000000005
3058,2014-05-17,,68,37.0,29.8,3.1,5.3,288,1.28,2.87,0.01,62.5,36.9,94.0,26.0,30.030,29.738000000000003,17.3,27.6,62.5,0.05,1.27
3059,2014-05-18,,44,26.7,29.6,4.7,7.1,237,1.28,2.87,0.0,72.7,33.8,92.0,13.0,29.828,29.340999999999998,21.9,28.8,74.6,0.0,0.0
3060,2014-05-19,,34,22.6,29.5,6.6,9.9,240,1.28,2.87,0.0,71.5,34.7,68.0,11.0,29.653,29.424,24.2,34.5,73.2,0.0,0.0
3061,2014-05-20,,62,41.0,29.7,2.8,5.5,116,1.28,2.87,0.0,62.8,44.2,81.0,45.0,29.784,29.616,11.5,19.6,62.8,0.0,0.0
3062,2014-05-21,,74,41.8,29.9,1.9,3.6,71,1.34,2.93,0.01,61.5,40.9,89.0,48.0,29.998,29.781999999999996,12.7,19.6,61.5,0.06,1.5239999999999998
3063,2014-05-22,,69,41.2,29.9,1.7,3.4,116,1.34,2.93,0.0,68.6,39.8,89.0,22.0,30.029,29.838,10.4,16.1,75.8,0.0,0.0
3064,2014-05-23,,73,40.7,29.9,2.6,4.7,69,1.45,3.04,0.01,64.0,37.0,92.0,37.0,30.030,29.815,11.5,19.6,64.0,0.11,2.7939999999999996
3065,2014-05-24,,78,42.5,29.8,3.4,5.5,108,1.76,3.35,0.01,61.6,39.9,94.0,54.0,29.895,29.73,13.8,18.4,61.6,0.31,7.874
3066,2014-05-25,,81,40.7,29.8,2.7,4.5,326,2.04,3.63,0.02,58.7,37.3,93.0,47.0,29.984,29.76,18.4,26.5,58.7,0.28,7.112
3067,2014-05-26,,,,,,,,,,,,,,,,,,,,,
3068,2014-05-27,,,,,,,,,,,,,,,,,,,,,
3069,2014-05-28,,65,30.6,29.7,0.8,1.6,276,2.04,3.63,0.0,58.6,17.0,72.0,46.0,29.921,29.456999999999997,3.5,4.6,58.6,0.0,0.0
3070,2014-05-29,,55,34.2,29.7,3.4,5.2,280,2.06,3.65,0.01,77.0,13.3,80.0,19.0,29.911,29.386,19.6,28.8,77.4,0.02,0.508
3071,2014-05-30,,78,45.7,29.8,1.9,3.1,66,2.33,3.92,0.08,64.2,25.2,92.0,46.0,29.985,29.665,13.8,19.6,64.2,0.27,6.858
3072,2014-05-31,,59,41.0,29.8,4.2,6.5,286,2.33,3.92,0.0,73.2,42.3,93.0,22.0,29.985,29.619,16.1,26.5,77.2,0.0,0.0
3073,2014-06-01,,44,32.6,29.6,5.5,8.8,270,0.00,3.92,0.0,75.1,43.6,87.0,13.0,29.769,29.518,24.2,31.1,75.6,0.0,0.0
3074,2014-06-02,,55,39.5,29.7,3.2,5.4,86,0.00,3.92,0.0,76.0,45.4,86.0,12.0,29.810,29.649,13.8,20.7,77.4,0.0,0.0
3075,2014-06-03,,35,27.5,29.6,7.0,10.5,248,0.00,3.92,0.0,76.8,40.6,76.0,11.0,29.704,29.458000000000002,28.8,47.2,76.4,0.0,0.0
3076,2014-06-04,,39,31.9,29.7,2.8,5.1,87,0.00,3.92,0.0,71.9,37.0,62.0,17.0,29.800,29.554000000000002,12.7,19.6,77.0,0.0,0.0
3077,2014-06-05,,58,38.7,29.8,2.4,4.1,51,0.00,3.92,0.0,68.1,37.8,85.0,22.0,29.833,29.659000000000002,20.7,28.8,77.2,0.0,0.0
3078,2014-06-06,,59,37.5,29.7,3.1,5.1,14,0.02,3.94,0.01,72.1,36.9,92.0,17.0,29.836,29.598000000000003,19.6,27.6,76.3,0.02,0.508
3079,2014-06-07,,78,44.0,29.8,2.3,4.3,93,0.02,3.94,0.0,61.0,41.3,92.0,48.0,29.907,29.748,11.5,16.1,61.0,0.0,0.0
3080,2014-06-08,,75,39.3,29.8,2.9,4.7,2,0.04,3.96,0.01,56.9,37.8,93.0,48.0,29.980,29.698,17.3,26.5,56.9,0.02,0.508
3081,2014-06-09,,40,25.5,29.9,3.5,6.1,46,0.04,3.96,0.0,62.6,33.8,76.0,17.0,30.094,29.787,20.7,26.5,62.6,0.0,0.0
3082,2014-06-10,,36,29.1,29.7,5.8,9.3,264,0.04,3.96,0.0,76.5,37.0,78.0,11.0,29.874,29.496,23.0,35.7,76.1,0.0,0.0
3083,2014-06-11,,51,36.3,29.6,4.4,7.1,274,0.12,4.04,0.01,74.4,45.4,89.0,18.0,29.825,29.471999999999998,18.4,27.6,75.7,0.08,2.032
3084,2014-06-12,,76,46.8,29.9,2.5,4.6,80,0.12,4.04,0.0,65.3,45.5,94.0,57.0,30.000,29.76,15.0,21.9,65.3,0.0,0.0
3085,2014-06-13,,44,29.8,29.6,7.2,10.7,249,0.12,4.04,0.0,77.4,38.9,93.0,10.0,29.836,29.323,25.3,35.7,76.6,0.0,0.0
3086,2014-06-14,,43,28.7,29.5,4.7,7.7,255,0.12,4.04,0.0,69.9,38.3,76.0,15.0,29.656,29.36,27.6,34.5,74.6,0.0,0.0
3087,2014-06-15,,43,27.1,29.7,5.8,8.9,251,0.12,4.04,0.0,68.8,34.3,80.0,15.0,29.787,29.587,23.0,33.4,73.2,0.0,0.0
3088,2014-06-16,,30,21.6,29.5,7.3,10.7,232,0.12,4.04,0.0,75.6,35.6,72.0,12.0,29.616,29.383000000000003,24.2,34.5,75.4,0.0,0.0
3089,2014-06-17,,30,25.0,29.5,4.8,7.8,217,0.12,4.04,0.0,74.6,36.5,68.0,15.0,29.628,29.337,16.1,24.2,75.8,0.0,0.0
3090,2014-06-18,,42,31.1,29.6,5.3,8.5,258,0.12,4.04,0.0,67.8,43.6,84.0,20.0,29.746,29.414,16.1,24.2,67.8,0.0,0.0
3091,2014-06-19,,37,25.7,29.9,6.9,10.5,244,0.12,4.04,0.0,72.3,40.8,89.0,12.0,29.981,29.744,19.6,29.9,74.2,0.0,0.0
3092,2014-06-20,,38,28.7,29.8,3.6,5.6,208,0.12,4.04,0.0,78.3,35.2,77.0,9.0,29.983,29.664,16.1,19.6,77.1,0.0,0.0
3093,2014-06-21,,44,34.9,29.7,2.7,4.6,2,0.12,4.04,0.0,75.4,39.8,71.0,17.0,29.849,29.587,26.5,34.5,76.9,0.0,0.0
3094,2014-06-22,,47,35.9,29.7,3.9,6.4,229,0.12,4.04,0.0,72.8,45.4,77.0,17.0,29.859,29.631,19.6,27.6,77.4,0.0,0.0
3095,2014-06-23,,66,43.5,29.8,4.0,6.6,55,0.12,4.04,0.0,68.6,39.1,91.0,35.0,29.923,29.749000000000002,15.0,21.9,77.5,0.0,0.0
3096,2014-06-24,,65,46.2,29.8,3.5,6.0,66,0.12,4.04,0.0,69.8,47.4,92.0,41.0,29.892,29.745,16.1,19.6,77.5,0.0,0.0
3097,2014-06-25,,52,41.5,29.7,2.6,4.5,58,0.12,4.04,0.0,80.2,46.0,88.0,13.0,29.836,29.593000000000004,13.8,19.6,78.5,0.0,0.0
3098,2014-06-26,,39,32.4,29.5,4.6,7.3,245,0.12,4.04,0.0,84.4,42.2,91.0,11.0,29.688,29.237,18.4,27.6,81.4,0.0,0.0
3099,2014-06-27,,34,32.4,29.4,5.6,9.0,258,0.12,4.04,0.0,73.3,51.4,60.0,21.0,29.520,29.302,23.0,50.6,77.4,0.0,0.0
3100,2014-06-28,,32,28.7,29.6,8.3,13.1,253,0.12,4.04,0.0,74.0,50.2,69.0,15.0,29.719,29.49,21.9,33.4,75.4,0.0,0.0
3101,2014-06-29,,30,28.8,29.6,4.7,7.4,250,0.12,4.04,0.0,83.9,38.9,68.0,12.0,29.784,29.487,20.7,31.1,81.0,0.0,0.0
3102,2014-06-30,,32,29.9,29.6,4.8,8.3,292,0.12,4.04,0.0,83.2,45.1,64.0,11.0,29.751,29.506999999999998,15.0,27.6,80.5,0.0,0.0
